OrderID,ClientID,Instrument,Type,Volume,PriceLimit,Status,PlacedAt
972000024,972,IBM,BUY,20.08,116.30,PENDING,2026-01-30 12:09:11
151000024,151,Amazon,BUY,31.79,95.45,PENDING,2026-01-30 12:09:11
689000024,689,Adobe,BUY,98.86,97.18,PENDING,2026-01-30 12:09:11
272000027,272,Intel,SELL,17.17,81.71,PENDING,2026-01-30 12:09:12
140000024,140,Amazon,SELL,39.68,92.35,PENDING,2026-01-30 12:09:12
580000025,580,Oracle,BUY,11.10,119.42,PENDING,2026-01-30 12:09:12
972000025,972,Netflix,BUY,62.20,137.88,PENDING,2026-01-30 12:09:12
151000025,151,Bitcoin,SELL,55.54,115.45,PENDING,2026-01-30 12:09:12
689000025,689,Amazon,SELL,87.67,94.14,PENDING,2026-01-30 12:09:12
272000028,272,Ripple,BUY,81.22,140.47,PENDING,2026-01-30 12:09:13
140000025,140,Adobe,BUY,96.30,143.53,PENDING,2026-01-30 12:09:13
580000026,580,Ripple,SELL,10.69,97.66,PENDING,2026-01-30 12:09:13
972000026,972,Apple,BUY,85.22,135.40,PENDING,2026-01-30 12:09:13
151000026,151,Apple,SELL,78.00,119.65,PENDING,2026-01-30 12:09:13
689000026,689,Bitcoin,SELL,22.49,77.76,PENDING,2026-01-30 12:09:13
272000029,272,Google,BUY,58.55,148.87,PENDING,2026-01-30 12:09:14
140000026,140,Tesla,SELL,45.30,74.86,PENDING,2026-01-30 12:09:14
580000027,580,Ethereum,BUY,18.24,155.15,PENDING,2026-01-30 12:09:14
972000027,972,Oracle,SELL,73.70,69.67,PENDING,2026-01-30 12:09:14
151000027,151,Ripple,BUY,74.29,130.99,PENDING,2026-01-30 12:09:14
689000027,689,Ethereum,SELL,52.13,99.66,PENDING,2026-01-30 12:09:14
272000030,272,IBM,BUY,15.30,108.59,PENDING,2026-01-30 12:09:15
140000027,140,Tesla,SELL,87.11,123.66,PENDING,2026-01-30 12:09:15
580000028,580,Microsoft,BUY,54.60,142.92,PENDING,2026-01-30 12:09:15
972000028,972,Facebook,SELL,83.52,91.50,PENDING,2026-01-30 12:09:15
151000028,151,Samsung,BUY,21.90,124.98,PENDING,2026-01-30 12:09:15
689000028,689,Oracle,SELL,56.94,89.72,PENDING,2026-01-30 12:09:15
272000031,272,Adobe,SELL,48.72,112.83,PENDING,2026-01-30 12:09:16
140000028,140,Facebook,SELL,36.89,84.64,PENDING,2026-01-30 12:09:16
580000029,580,Facebook,SELL,13.03,82.97,PENDING,2026-01-30 12:09:16
972000029,972,Netflix,BUY,77.91,116.05,PENDING,2026-01-30 12:09:16
151000029,151,Google,BUY,12.90,128.46,PENDING,2026-01-30 12:09:16
689000029,689,Facebook,SELL,67.79,94.22,PENDING,2026-01-30 12:09:16
272000032,272,Amazon,BUY,51.21,127.25,PENDING,2026-01-30 12:09:17
140000029,140,Ethereum,BUY,67.94,115.94,PENDING,2026-01-30 12:09:17
580000030,580,Intel,SELL,33.54,95.65,PENDING,2026-01-30 12:09:17
972000030,972,Facebook,SELL,36.20,83.58,PENDING,2026-01-30 12:09:17
151000030,151,Netflix,SELL,37.88,100.05,PENDING,2026-01-30 12:09:17
689000030,689,Netflix,BUY,49.74,134.03,PENDING,2026-01-30 12:09:17
272000033,272,Ripple,BUY,79.70,156.58,PENDING,2026-01-30 12:09:18
140000030,140,Facebook,BUY,48.51,92.59,PENDING,2026-01-30 12:09:18
580000031,580,Oracle,BUY,81.69,134.22,PENDING,2026-01-30 12:09:18
972000031,972,Microsoft,SELL,38.76,79.12,PENDING,2026-01-30 12:09:18
151000031,151,Microsoft,SELL,40.33,120.33,PENDING,2026-01-30 12:09:18
689000031,689,Amazon,BUY,29.76,130.80,PENDING,2026-01-30 12:09:18
272000034,272,Adobe,SELL,56.70,73.85,PENDING,2026-01-30 12:09:19
140000031,140,Amazon,BUY,75.76,119.42,PENDING,2026-01-30 12:09:19
580000032,580,Intel,SELL,73.44,101.57,PENDING,2026-01-30 12:09:19
972000032,972,Adobe,SELL,10.41,84.57,PENDING,2026-01-30 12:09:19
151000032,151,Tesla,BUY,40.86,126.95,PENDING,2026-01-30 12:09:19
689000032,689,Netflix,SELL,31.10,90.94,PENDING,2026-01-30 12:09:19
272000035,272,Microsoft,BUY,72.43,116.49,PENDING,2026-01-30 12:09:20
140000032,140,Netflix,SELL,51.67,85.42,PENDING,2026-01-30 12:09:20
580000033,580,Bitcoin,BUY,29.29,148.51,PENDING,2026-01-30 12:09:20
972000033,972,Google,BUY,45.09,100.55,PENDING,2026-01-30 12:09:20
151000033,151,Samsung,SELL,98.96,101.56,PENDING,2026-01-30 12:09:20
689000033,689,Adobe,SELL,58.05,70.29,PENDING,2026-01-30 12:09:20
272000036,272,Netflix,SELL,64.03,116.79,PENDING,2026-01-30 12:09:21
140000033,140,Tesla,BUY,74.01,149.19,PENDING,2026-01-30 12:09:21
580000034,580,Microsoft,SELL,45.54,75.16,PENDING,2026-01-30 12:09:21
972000034,972,Google,SELL,58.87,103.92,PENDING,2026-01-30 12:09:21
151000034,151,IBM,SELL,76.54,101.82,PENDING,2026-01-30 12:09:21
689000034,689,IBM,BUY,34.38,111.22,PENDING,2026-01-30 12:09:21
272000037,272,Microsoft,SELL,16.34,73.12,PENDING,2026-01-30 12:09:22
140000034,140,Microsoft,BUY,11.69,109.30,PENDING,2026-01-30 12:09:22
580000035,580,Samsung,BUY,87.67,118.49,PENDING,2026-01-30 12:09:22
972000035,972,Oracle,SELL,25.13,102.17,PENDING,2026-01-30 12:09:22
151000035,151,Apple,SELL,41.12,92.93,PENDING,2026-01-30 12:09:22
689000035,689,Adobe,BUY,24.96,118.45,PENDING,2026-01-30 12:09:22
272000038,272,IBM,SELL,60.64,93.67,PENDING,2026-01-30 12:09:23
140000035,140,Bitcoin,BUY,27.99,111.15,PENDING,2026-01-30 12:09:23
580000036,580,Adobe,BUY,11.38,131.94,PENDING,2026-01-30 12:09:23
972000036,972,Google,SELL,54.99,108.78,PENDING,2026-01-30 12:09:23
151000036,151,Facebook,SELL,98.88,120.27,PENDING,2026-01-30 12:09:23
689000036,689,IBM,BUY,15.39,119.43,PENDING,2026-01-30 12:09:23
272000039,272,Apple,SELL,62.29,97.99,PENDING,2026-01-30 12:09:24
140000036,140,Intel,SELL,56.89,101.28,PENDING,2026-01-30 12:09:24
580000037,580,Oracle,SELL,79.36,113.16,PENDING,2026-01-30 12:09:24
972000037,972,Adobe,BUY,28.75,126.48,PENDING,2026-01-30 12:09:24
151000037,151,Netflix,SELL,47.27,95.35,PENDING,2026-01-30 12:09:24
689000037,689,Bitcoin,SELL,36.54,70.61,PENDING,2026-01-30 12:09:24
272000040,272,Intel,BUY,35.60,112.95,PENDING,2026-01-30 12:09:25
140000037,140,Apple,BUY,87.64,109.49,PENDING,2026-01-30 12:09:25
580000038,580,Tesla,SELL,38.03,82.37,PENDING,2026-01-30 12:09:25
972000038,972,IBM,BUY,99.00,117.79,PENDING,2026-01-30 12:09:25
151000038,151,Netflix,BUY,74.25,128.98,PENDING,2026-01-30 12:09:25
689000038,689,Facebook,BUY,11.45,121.25,PENDING,2026-01-30 12:09:25
272000041,272,Netflix,SELL,64.17,67.44,PENDING,2026-01-30 12:09:26
140000038,140,Oracle,SELL,80.10,104.93,PENDING,2026-01-30 12:09:26
580000039,580,Adobe,SELL,86.81,96.99,PENDING,2026-01-30 12:09:26
972000039,972,Apple,SELL,54.28,97.86,PENDING,2026-01-30 12:09:26
151000039,151,Netflix,BUY,26.87,114.36,PENDING,2026-01-30 12:09:26
689000039,689,Adobe,SELL,40.18,77.66,PENDING,2026-01-30 12:09:26
272000042,272,Google,SELL,68.39,87.94,PENDING,2026-01-30 12:09:27
140000039,140,Intel,SELL,28.51,111.82,PENDING,2026-01-30 12:09:27
580000040,580,Facebook,SELL,14.09,97.88,PENDING,2026-01-30 12:09:27
972000040,972,Intel,BUY,32.72,151.40,PENDING,2026-01-30 12:09:27
151000040,151,Apple,SELL,24.77,100.29,PENDING,2026-01-30 12:09:27
689000040,689,Ripple,BUY,73.82,121.07,PENDING,2026-01-30 12:09:27
272000043,272,Adobe,BUY,77.05,148.12,PENDING,2026-01-30 12:09:28
140000040,140,Bitcoin,SELL,95.00,127.11,PENDING,2026-01-30 12:09:28
580000041,580,Microsoft,BUY,28.27,114.11,PENDING,2026-01-30 12:09:28
972000041,972,Adobe,SELL,38.91,101.08,PENDING,2026-01-30 12:09:28
151000041,151,Tesla,SELL,55.25,110.40,PENDING,2026-01-30 12:09:28
689000041,689,Microsoft,SELL,83.29,102.23,PENDING,2026-01-30 12:09:28
272000044,272,Bitcoin,BUY,89.07,128.67,PENDING,2026-01-30 12:09:29
140000041,140,Ripple,BUY,94.47,144.38,PENDING,2026-01-30 12:09:29
580000042,580,Microsoft,BUY,29.08,123.51,PENDING,2026-01-30 12:09:29
972000042,972,Tesla,BUY,43.51,121.36,PENDING,2026-01-30 12:09:29
151000042,151,Netflix,BUY,95.33,112.97,PENDING,2026-01-30 12:09:29
689000042,689,Adobe,BUY,69.32,133.19,PENDING,2026-01-30 12:09:29
272000045,272,Microsoft,SELL,12.37,84.32,PENDING,2026-01-30 12:09:30
140000042,140,IBM,BUY,81.73,139.81,PENDING,2026-01-30 12:09:30
580000043,580,Tesla,SELL,64.63,97.77,PENDING,2026-01-30 12:09:30
972000043,972,Microsoft,BUY,24.38,117.32,PENDING,2026-01-30 12:09:30
151000043,151,IBM,BUY,52.65,108.51,PENDING,2026-01-30 12:09:30
689000043,689,Netflix,BUY,70.08,112.42,PENDING,2026-01-30 12:09:30
272000046,272,Bitcoin,SELL,41.54,105.50,PENDING,2026-01-30 12:09:31
140000043,140,Microsoft,BUY,98.13,114.38,PENDING,2026-01-30 12:09:31
580000044,580,Facebook,BUY,11.81,112.75,PENDING,2026-01-30 12:09:31
972000044,972,Adobe,BUY,40.15,113.50,PENDING,2026-01-30 12:09:31
151000044,151,Google,SELL,31.70,120.60,PENDING,2026-01-30 12:09:31
689000044,689,Ethereum,BUY,99.75,132.29,PENDING,2026-01-30 12:09:31
272000047,272,Adobe,SELL,92.69,85.39,PENDING,2026-01-30 12:09:32
140000044,140,Netflix,BUY,59.22,113.76,PENDING,2026-01-30 12:09:32
580000045,580,Netflix,BUY,93.71,112.81,PENDING,2026-01-30 12:09:32
972000045,972,Netflix,SELL,81.86,69.89,PENDING,2026-01-30 12:09:32
151000045,151,IBM,SELL,83.78,104.43,PENDING,2026-01-30 12:09:32
689000045,689,Microsoft,SELL,46.32,78.59,PENDING,2026-01-30 12:09:32
272000048,272,Amazon,BUY,33.83,116.39,PENDING,2026-01-30 12:09:33
140000045,140,Google,SELL,47.48,74.70,PENDING,2026-01-30 12:09:33
580000046,580,Microsoft,SELL,45.41,100.01,PENDING,2026-01-30 12:09:33
972000046,972,Google,SELL,96.00,64.43,PENDING,2026-01-30 12:09:33
151000046,151,Google,SELL,89.31,93.70,PENDING,2026-01-30 12:09:33
689000046,689,Facebook,BUY,60.03,137.41,PENDING,2026-01-30 12:09:33
272000049,272,Samsung,SELL,81.79,83.72,PENDING,2026-01-30 12:09:34
140000046,140,Facebook,BUY,63.82,101.25,PENDING,2026-01-30 12:09:34
580000047,580,Facebook,BUY,31.15,114.49,PENDING,2026-01-30 12:09:34
972000047,972,Adobe,SELL,52.88,120.20,PENDING,2026-01-30 12:09:34
151000047,151,Netflix,BUY,68.89,96.94,PENDING,2026-01-30 12:09:34
689000047,689,Tesla,BUY,84.18,115.60,PENDING,2026-01-30 12:09:34
272000050,272,Samsung,BUY,82.24,125.01,PENDING,2026-01-30 12:09:35
140000047,140,Adobe,SELL,99.61,117.98,PENDING,2026-01-30 12:09:35
580000048,580,Amazon,BUY,99.42,151.08,PENDING,2026-01-30 12:09:35
972000048,972,Adobe,BUY,47.37,97.23,PENDING,2026-01-30 12:09:35
151000048,151,Ethereum,SELL,15.01,108.73,PENDING,2026-01-30 12:09:35
689000048,689,Bitcoin,BUY,28.52,114.59,PENDING,2026-01-30 12:09:35
272000051,272,Intel,SELL,57.52,95.29,PENDING,2026-01-30 12:09:36
140000048,140,Facebook,BUY,96.56,112.33,PENDING,2026-01-30 12:09:36
580000049,580,Bitcoin,SELL,79.44,79.58,PENDING,2026-01-30 12:09:36
972000049,972,Apple,SELL,85.22,110.16,PENDING,2026-01-30 12:09:36
151000049,151,Oracle,SELL,59.95,89.03,PENDING,2026-01-30 12:09:36
689000049,689,Netflix,BUY,32.03,129.22,PENDING,2026-01-30 12:09:36
272000052,272,Adobe,BUY,68.19,118.59,PENDING,2026-01-30 12:09:37
140000049,140,Amazon,SELL,95.15,115.16,PENDING,2026-01-30 12:09:37
580000050,580,Oracle,SELL,11.88,74.98,PENDING,2026-01-30 12:09:37
972000050,972,IBM,BUY,47.32,115.35,PENDING,2026-01-30 12:09:37
151000050,151,Tesla,BUY,56.54,146.73,PENDING,2026-01-30 12:09:37
689000050,689,Ripple,SELL,55.46,91.04,PENDING,2026-01-30 12:09:37
272000053,272,Amazon,SELL,28.14,67.27,PENDING,2026-01-30 12:09:38
140000050,140,Oracle,SELL,33.72,72.79,PENDING,2026-01-30 12:09:38
580000051,580,Ripple,SELL,29.29,70.41,PENDING,2026-01-30 12:09:38
972000051,972,Netflix,BUY,85.39,114.57,PENDING,2026-01-30 12:09:38
151000051,151,Netflix,SELL,97.65,77.68,PENDING,2026-01-30 12:09:38
689000051,689,Google,SELL,46.28,100.26,PENDING,2026-01-30 12:09:38
272000054,272,Bitcoin,SELL,99.65,114.77,PENDING,2026-01-30 12:09:39
140000051,140,Ripple,SELL,29.24,100.72,PENDING,2026-01-30 12:09:39
580000052,580,Bitcoin,SELL,36.57,118.27,PENDING,2026-01-30 12:09:39
972000052,972,Oracle,BUY,27.92,153.69,PENDING,2026-01-30 12:09:39
151000052,151,Facebook,BUY,56.87,121.84,PENDING,2026-01-30 12:09:39
689000052,689,Ethereum,SELL,98.21,81.31,PENDING,2026-01-30 12:09:39
272000055,272,Bitcoin,BUY,34.74,149.69,PENDING,2026-01-30 12:09:40
140000052,140,Google,BUY,57.86,134.38,PENDING,2026-01-30 12:09:40
580000053,580,Facebook,SELL,79.89,79.75,PENDING,2026-01-30 12:09:40
972000053,972,Apple,BUY,11.87,121.57,PENDING,2026-01-30 12:09:40
151000053,151,Ethereum,BUY,38.03,135.99,PENDING,2026-01-30 12:09:40
689000053,689,Apple,BUY,55.07,108.54,PENDING,2026-01-30 12:09:40
272000056,272,Tesla,SELL,50.93,90.79,PENDING,2026-01-30 12:09:41
140000053,140,Bitcoin,BUY,47.67,107.51,PENDING,2026-01-30 12:09:41
580000054,580,Ethereum,SELL,43.51,107.43,PENDING,2026-01-30 12:09:41
972000054,972,Bitcoin,SELL,96.14,96.61,PENDING,2026-01-30 12:09:41
151000054,151,Google,BUY,93.19,141.48,PENDING,2026-01-30 12:09:41
689000054,689,Samsung,SELL,63.97,95.47,PENDING,2026-01-30 12:09:41
272000057,272,Tesla,SELL,65.23,106.15,PENDING,2026-01-30 12:09:42
140000054,140,Intel,BUY,29.23,144.60,PENDING,2026-01-30 12:09:42
580000055,580,Ripple,BUY,17.07,130.36,PENDING,2026-01-30 12:09:42
972000055,972,Amazon,SELL,75.72,102.71,PENDING,2026-01-30 12:09:42
151000055,151,Google,SELL,29.46,91.70,PENDING,2026-01-30 12:09:42
689000055,689,Netflix,BUY,15.99,149.33,PENDING,2026-01-30 12:09:42
272000058,272,Netflix,BUY,47.79,97.60,PENDING,2026-01-30 12:09:43
140000055,140,Google,SELL,19.01,108.48,PENDING,2026-01-30 12:09:43
580000056,580,Netflix,BUY,72.83,104.01,PENDING,2026-01-30 12:09:43
972000056,972,Oracle,SELL,41.32,98.36,PENDING,2026-01-30 12:09:43
151000056,151,Intel,SELL,22.84,92.28,PENDING,2026-01-30 12:09:43
689000056,689,Adobe,BUY,33.63,121.56,PENDING,2026-01-30 12:09:43
272000059,272,Apple,BUY,27.66,111.71,PENDING,2026-01-30 12:09:44
140000056,140,Ripple,SELL,19.61,87.03,PENDING,2026-01-30 12:09:44
580000057,580,Tesla,BUY,91.18,120.08,PENDING,2026-01-30 12:09:44
